,Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills
5255,2,1,1,3,2,4,1,2,2
5256,2,1,1,2,2,0,4,2,3
5257,1,3,0,4,2,1,3,0,2
5258,1,4,1,2,1,3,1,3,3
5259,2,4,1,0,2,3,3,2,0
5260,2,4,0,0,2,2,4,3,0
5261,0,0,0,1,0,3,3,0,3
5262,1,3,1,2,2,3,1,0,4
5263,2,3,0,3,2,3,2,3,2
5264,0,4,0,4,0,0,4,3,1
5265,0,3,0,0,1,2,4,3,4
5266,0,0,0,0,3,0,1,3,1
5267,0,3,0,4,2,1,2,4,0
5268,2,4,1,4,0,0,3,0,3
5269,1,4,1,0,2,2,4,0,4
5270,1,0,0,3,2,1,0,2,4
5271,1,2,0,0,1,1,4,0,1
5272,1,3,1,1,2,3,2,3,3
5273,2,4,1,0,4,3,1,2,3
5274,0,1,1,1,3,2,1,3,1
5275,1,1,1,0,1,2,2,0,0
5276,2,2,1,4,1,0,3,0,2
5277,0,0,1,4,0,3,1,2,3
5278,1,4,1,1,2,4,3,2,3
5279,0,3,0,2,4,1,1,3,3
5280,0,2,1,0,2,0,4,0,4
5281,2,1,0,0,4,2,1,4,3
5282,0,2,1,1,2,0,2,2,1
5283,2,0,0,2,2,0,0,3,2
5284,2,0,0,2,1,4,1,0,3
5285,0,0,1,0,3,4,3,4,2
5286,2,1,1,3,2,3,3,3,0
5287,0,1,0,1,3,4,1,1,0
5288,0,4,1,4,1,4,3,3,2
5289,1,2,0,0,0,2,0,3,1
5290,2,2,0,3,3,2,0,4,4
5291,2,2,1,4,3,2,4,1,0
5292,1,3,1,4,0,3,3,4,4
5293,2,2,0,0,0,0,0,0,3
5294,1,0,1,1,2,4,0,2,1
5295,1,2,1,0,3,2,2,0,1
5296,1,4,0,3,3,2,1,0,1
5297,2,1,1,0,0,3,4,0,4
5298,0,4,0,1,3,2,0,0,2
5299,1,4,0,0,2,1,2,1,2
5300,2,3,0,0,0,2,3,2,4
5301,0,2,0,1,4,4,2,0,4
5302,2,0,0,4,4,2,3,0,2
5303,2,4,1,0,2,0,0,1,2
5304,0,2,1,4,1,4,0,2,2
5305,0,1,1,3,3,3,3,3,4
5306,2,1,1,0,4,1,2,0,0
5307,0,2,0,2,1,2,0,1,1
5308,2,3,0,1,1,2,1,0,0
5309,2,1,0,1,0,0,1,4,2
5310,2,0,1,3,0,2,3,1,3
5311,1,2,0,4,1,0,0,3,3
5312,0,1,1,4,1,0,1,1,3
5313,2,0,1,2,0,2,2,3,3
5314,0,0,0,0,1,4,1,3,0
5315,1,4,1,3,3,0,1,4,2
5316,0,0,0,1,3,1,2,4,2
5317,2,1,0,3,2,3,1,2,4
5318,2,4,0,2,1,1,1,3,2
5319,1,0,0,1,0,3,0,0,4
5320,1,0,0,3,2,1,3,2,1
5321,0,1,0,1,3,2,4,1,3
5322,2,2,0,0,3,1,4,3,4
5323,1,0,1,2,2,2,1,2,3
5324,2,0,0,3,1,3,0,4,4
5325,0,3,1,1,4,2,1,0,3
5326,1,0,1,4,2,4,1,0,2
5327,1,4,1,3,1,1,1,2,0
5328,0,0,1,3,4,4,4,2,2
5329,1,1,1,2,2,0,0,0,4
5330,2,4,0,3,3,2,0,0,0
5331,0,4,0,1,4,0,3,2,2
5332,1,4,0,1,4,3,4,2,4
5333,1,4,0,1,1,4,0,0,4
5334,0,4,0,0,4,3,0,2,4
5335,2,3,1,1,0,4,4,1,2
5336,0,0,0,1,0,2,3,3,4
5337,0,1,0,4,3,3,1,3,0
5338,2,0,1,4,3,4,2,1,2
5339,2,4,1,2,0,1,2,1,2
5340,0,4,1,1,3,2,2,0,1
5341,2,4,0,0,0,2,0,3,4
5342,1,3,1,1,2,0,0,2,0
5343,1,3,1,2,4,2,3,4,4
5344,2,4,0,4,0,2,1,4,1
5345,2,3,0,2,3,4,1,2,2
5346,0,3,0,3,3,3,1,4,1
5347,2,4,0,0,1,2,3,1,1
5348,2,1,1,4,0,3,1,1,4
5349,1,3,1,3,0,4,1,0,2
5350,2,4,1,4,1,1,3,2,2
5351,2,0,1,2,2,1,1,2,1
5352,1,2,1,4,2,1,2,3,3
5353,0,3,1,0,4,0,3,4,4
5354,2,1,1,3,4,2,3,3,1
5355,0,0,1,4,3,0,4,3,3
5356,2,2,0,3,3,1,1,4,4
5357,1,3,1,1,2,4,1,4,2
5358,2,4,1,0,4,1,2,3,4
5359,0,4,0,1,4,1,3,0,4
5360,0,3,1,3,0,1,3,2,4
5361,1,1,1,0,2,2,3,1,3
5362,1,2,0,4,2,1,3,1,0
5363,0,4,1,2,4,2,2,3,4
5364,0,0,0,3,1,1,0,2,1
5365,2,1,1,4,2,1,3,2,2
5366,2,1,0,0,3,0,4,4,3
5367,0,4,0,4,4,3,4,2,1
5368,1,4,1,2,1,2,2,4,0
5369,2,1,0,3,4,3,2,1,3
5370,2,0,0,1,3,3,3,1,4
5371,0,4,0,2,0,0,3,1,2
5372,1,1,0,0,2,0,4,3,1
5373,1,0,0,4,0,0,1,0,4
5374,2,1,0,4,4,2,4,3,4
5375,0,1,1,0,3,4,2,2,4
5376,2,1,0,3,0,1,2,3,4
5377,1,2,1,1,3,4,3,2,2
5378,0,2,1,2,4,1,2,3,2
5379,0,4,1,3,1,2,1,0,4
5380,0,2,0,2,4,1,4,1,0
5381,2,4,0,4,0,0,0,3,0
5382,0,1,1,0,3,2,1,2,4
5383,1,3,1,3,0,3,1,3,3
5384,1,4,0,1,4,1,1,3,0
5385,2,0,0,1,4,3,1,0,2
5386,0,2,0,4,4,3,3,1,0
5387,0,2,0,0,1,4,4,2,4
5388,1,2,0,1,1,3,2,3,4
5389,1,2,0,4,4,4,1,4,0
5390,0,0,0,2,4,3,1,0,3
5391,1,3,1,4,1,1,4,4,4
5392,1,0,1,3,4,4,4,2,2
5393,0,0,0,3,0,2,4,3,0
5394,1,0,0,4,4,1,1,1,2
5395,0,0,0,4,3,0,0,2,3
5396,1,3,1,3,1,0,0,1,2
5397,1,0,1,3,1,2,1,2,2
5398,1,2,0,4,3,2,4,3,0
5399,2,4,0,2,1,1,2,3,0
5400,2,2,1,4,2,4,2,4,1
5401,1,2,1,3,2,1,2,0,3
5402,1,0,0,3,0,4,4,1,4
5403,2,1,1,1,3,0,4,0,4
5404,2,2,0,4,4,0,2,0,0
5405,2,1,1,3,1,3,1,2,3
5406,1,4,0,1,1,0,3,3,1
5407,1,4,1,4,1,2,2,2,0
5408,1,4,1,4,0,4,0,0,2
5409,1,1,1,0,1,1,1,1,0
5410,1,4,1,4,1,1,1,1,2
5411,1,4,0,4,0,1,2,2,2
5412,0,2,0,2,3,3,4,3,2
5413,0,4,0,2,2,4,4,1,1
5414,2,4,0,3,0,3,4,1,2
5415,1,3,0,4,2,1,0,1,3
5416,1,2,1,4,0,0,0,4,0
5417,2,2,0,0,2,3,3,3,3
5418,2,0,1,4,1,4,4,0,4
5419,0,4,1,1,3,1,1,0,4
5420,1,3,0,1,1,0,1,3,4
5421,2,0,0,2,3,4,4,1,3
5422,0,0,0,2,0,2,2,3,1
5423,2,3,1,3,3,1,2,2,0
5424,0,0,1,4,3,1,3,2,1
5425,0,3,0,4,3,3,3,3,0
5426,2,3,0,0,4,0,2,4,2
5427,1,0,1,1,0,4,0,0,0
5428,0,2,0,4,0,4,3,4,4
5429,1,0,1,3,4,4,3,0,3
5430,2,3,1,3,3,0,4,1,3
5431,0,1,1,3,2,4,2,4,3
5432,0,2,1,2,0,4,2,4,0
5433,0,3,1,1,2,2,1,4,0
5434,1,3,0,2,1,1,2,0,4
5435,0,2,0,0,3,1,0,0,0
5436,1,3,0,0,2,4,1,0,0
5437,2,1,1,0,0,4,3,4,4
5438,2,4,0,1,2,0,3,3,3
5439,2,4,0,3,4,2,2,1,1
5440,2,0,1,1,1,3,1,2,2
5441,0,1,1,3,1,2,3,4,2
5442,1,3,1,4,1,3,2,4,4
5443,2,1,1,4,1,3,1,3,0
5444,2,1,0,2,3,0,2,0,0
5445,1,0,0,4,1,3,2,4,3
5446,1,3,0,1,4,3,1,4,0
5447,1,1,1,3,3,3,1,0,1
5448,0,2,0,1,4,3,4,4,1
5449,0,0,0,0,1,2,4,4,0
5450,2,2,1,3,3,1,0,0,2
5451,2,4,0,1,3,1,4,3,0
5452,0,3,1,2,0,4,4,2,1
5453,0,0,1,1,2,1,3,2,1
5454,1,1,1,3,4,2,3,2,2
5455,2,2,0,4,0,0,2,0,3
5456,2,0,1,0,0,3,3,0,3
5457,0,2,0,3,1,1,3,1,2
5458,2,0,0,0,1,1,3,1,0
5459,2,1,1,2,2,4,3,4,1
5460,1,0,1,4,2,1,4,3,1
5461,1,2,0,2,1,2,3,1,2
5462,2,2,0,4,1,1,0,3,1
5463,2,4,1,4,2,3,0,4,0
5464,1,0,1,3,0,1,2,1,0
5465,0,0,1,0,2,1,3,3,0
5466,1,2,1,2,0,1,4,1,0
5467,2,1,0,1,4,4,2,4,0
5468,2,2,0,3,2,2,4,0,0
5469,0,0,0,3,2,3,3,3,2
5470,2,4,1,4,4,1,3,0,2
5471,0,0,0,3,2,0,1,0,0
5472,1,4,0,1,2,0,2,4,2
5473,1,3,0,1,2,2,0,0,1
5474,2,1,1,2,2,3,2,2,3
5475,0,2,0,4,2,4,2,2,3
5476,1,3,1,4,3,4,3,2,4
5477,0,1,0,3,0,2,4,1,2
5478,2,3,0,1,3,4,0,4,1
5479,0,1,1,0,1,0,2,2,1
5480,1,4,1,0,1,4,4,2,1
5481,2,1,1,1,0,0,1,4,0
5482,2,1,0,0,2,3,0,1,4
5483,1,0,1,4,1,3,1,3,4
5484,0,4,1,1,1,4,3,1,3
5485,2,1,1,4,4,4,0,0,3
5486,2,3,0,3,2,3,2,0,0
5487,1,1,1,3,4,4,0,3,3
5488,0,2,0,4,3,3,4,2,0
5489,2,1,0,3,2,1,3,4,2
5490,1,0,0,4,2,0,0,0,0
5491,0,1,0,3,4,0,3,3,0
5492,1,0,0,1,0,3,3,1,4
5493,1,2,0,3,0,0,4,3,0
5494,2,0,1,2,4,1,0,0,3
5495,2,1,0,1,4,1,1,3,3
5496,1,1,0,4,1,1,4,0,3
5497,1,4,1,2,2,4,2,3,0
5498,2,3,1,1,3,1,0,3,4
5499,1,4,1,3,1,2,1,2,4
5500,1,4,1,3,3,4,3,0,1
5501,2,3,0,1,3,2,4,2,0
5502,0,0,1,0,3,2,2,2,3
5503,2,3,0,3,0,3,1,3,2
5504,0,0,1,0,0,2,4,4,3
5505,1,4,0,2,0,3,2,1,2
5506,0,4,0,2,4,0,1,2,0
5507,0,3,1,2,4,1,3,0,2
5508,0,0,1,3,4,0,4,1,3
5509,2,1,0,4,1,0,3,3,0
5510,2,1,1,3,0,2,0,0,1
5511,1,3,0,1,3,3,1,2,3
5512,0,0,0,4,0,2,4,0,1
5513,2,0,0,2,3,2,0,0,0
5514,1,3,1,2,2,3,2,4,0
5515,1,4,1,1,4,4,2,0,2
5516,2,4,1,3,3,3,2,4,1
5517,0,2,0,2,1,3,1,1,4
5518,0,0,0,4,0,0,0,0,4
5519,0,1,0,0,0,0,2,0,0
5520,2,1,0,0,2,1,1,3,3
5521,0,2,1,4,4,4,0,1,4
5522,1,3,0,4,0,3,2,0,2
5523,2,2,1,1,4,4,0,3,4
5524,0,4,0,3,3,2,3,3,3
5525,0,2,0,4,0,2,3,2,2
5526,1,2,1,1,4,2,2,0,1
5527,2,3,0,1,0,2,3,0,0
5528,0,4,0,3,3,3,1,1,3
5529,0,1,0,0,2,1,3,2,0
5530,0,3,0,4,4,1,0,3,3
5531,2,0,0,1,4,4,1,4,0
5532,1,1,1,2,0,3,1,0,4
5533,1,4,1,0,4,1,4,0,0
5534,0,0,1,3,0,3,0,4,3
5535,1,1,0,1,0,2,2,2,3
5536,2,2,0,2,1,0,0,0,1
5537,1,2,1,2,3,4,0,0,1
5538,2,0,1,3,3,0,4,2,2
5539,2,2,0,1,4,1,0,0,2
5540,2,0,1,0,1,2,3,1,1
5541,1,4,0,3,4,1,0,3,4
5542,1,2,0,4,4,4,1,4,2
5543,0,2,0,2,4,1,0,4,4
5544,2,1,0,0,4,1,0,4,0
5545,0,1,1,0,0,1,2,3,3
5546,2,2,1,0,0,3,3,4,2
5547,2,3,0,2,0,3,0,4,1
5548,0,0,0,4,3,4,4,4,4
5549,1,1,1,2,4,1,0,0,0
5550,1,1,1,1,4,3,1,1,4
5551,1,1,1,3,2,0,0,0,2
5552,2,2,1,3,3,1,0,3,0
5553,0,2,1,1,2,4,0,1,4
5554,0,4,0,0,0,4,4,4,0
5555,1,3,1,0,4,0,2,0,0
5556,0,4,1,4,2,2,4,0,3
5557,0,2,1,2,4,2,3,1,4
5558,2,1,0,2,2,1,3,1,2
5559,0,4,0,1,1,3,2,2,1
5560,1,0,1,2,4,1,2,2,3
5561,2,3,0,2,0,0,1,1,2
5562,2,4,0,3,3,0,1,4,0
5563,0,3,0,4,2,2,1,2,0
5564,2,3,1,2,1,4,3,1,0
5565,2,4,1,3,3,2,4,2,0
5566,0,1,0,4,3,4,2,1,4
5567,0,0,1,3,2,2,2,1,4
5568,0,4,0,1,4,4,0,0,3
5569,1,2,1,0,2,2,4,1,0
5570,2,3,0,2,4,3,0,2,0
5571,0,2,0,3,4,0,1,2,3
5572,2,2,0,0,1,3,3,0,4
5573,1,2,0,3,1,4,0,0,4
5574,1,2,1,3,2,0,2,0,4
5575,1,2,1,2,3,4,0,3,1
5576,0,2,0,4,4,0,3,0,0
5577,1,1,0,2,2,1,1,0,4
5578,2,1,1,0,1,0,1,0,4
5579,1,1,0,3,2,2,3,2,1
5580,1,4,1,0,1,3,4,4,0
5581,2,1,0,2,2,2,4,4,2
5582,2,1,0,3,0,1,3,2,3
5583,1,2,1,3,3,2,0,1,0
5584,2,1,1,4,0,3,1,2,4
5585,0,3,1,3,0,1,0,3,1
5586,2,4,1,1,4,2,0,4,4
5587,1,0,0,4,3,2,0,3,0
5588,0,0,0,3,0,3,0,4,0
5589,1,4,0,4,0,0,2,1,4
5590,2,2,0,3,1,3,2,4,4
5591,0,0,0,4,1,4,4,3,1
5592,2,0,1,4,1,3,1,4,0
5593,0,4,0,3,4,1,0,2,3
5594,1,0,1,3,0,2,4,0,1
5595,2,1,1,3,3,1,4,4,2
5596,0,3,0,2,3,3,3,2,2
5597,2,3,1,0,1,1,0,2,1
5598,1,3,0,0,1,4,4,2,3
5599,1,4,1,0,4,0,0,4,0
5600,1,3,1,4,2,3,2,3,2
5601,1,4,1,2,2,1,0,0,3
5602,1,0,0,2,0,2,1,1,1
5603,0,0,1,2,3,1,2,0,4
5604,0,1,1,1,1,0,3,1,2
5605,2,1,0,3,1,2,0,4,4
5606,1,3,1,2,0,1,0,1,4
5607,1,3,1,2,4,3,4,3,1
5608,0,0,0,4,2,0,4,1,1
5609,1,4,0,1,4,0,4,4,4
5610,1,2,0,0,2,2,2,1,3
5611,0,2,1,2,1,2,0,4,4
5612,0,4,0,1,4,1,2,2,2
5613,0,4,0,2,4,0,3,3,3
5614,2,1,1,0,2,4,0,2,1
5615,2,1,0,0,3,1,1,1,4
5616,1,1,0,1,3,4,1,3,1
5617,0,1,1,0,2,0,4,2,3
5618,1,1,1,0,0,3,1,0,0
5619,2,3,0,2,2,3,4,3,3
5620,0,3,0,1,0,0,4,4,0
5621,0,1,0,0,4,3,1,2,2
5622,2,3,1,0,1,0,0,1,4
5623,0,4,1,4,0,0,2,1,4
5624,2,2,0,2,2,4,2,1,0
5625,1,3,0,1,3,2,3,1,3
5626,1,3,0,3,2,4,0,3,1
5627,0,4,0,4,1,0,1,3,3
5628,1,1,1,0,1,1,1,4,2
5629,1,2,1,0,1,4,0,0,3
5630,0,2,1,1,3,1,3,3,2
5631,2,0,0,3,1,1,1,0,2
5632,0,4,0,1,2,1,0,2,0
5633,0,3,1,3,0,4,1,3,4
5634,1,4,0,1,4,2,3,0,1
5635,0,4,0,0,4,3,1,1,1
5636,1,0,0,2,3,3,3,4,4
5637,0,4,1,1,3,4,3,4,3
5638,1,1,0,3,3,4,2,2,3
5639,2,1,0,2,2,4,2,3,4
5640,2,2,0,3,0,4,1,0,1
5641,2,3,0,3,4,2,2,4,1
5642,0,2,1,4,4,2,0,0,2
5643,2,2,0,3,1,4,2,4,4
5644,2,1,1,2,1,2,2,0,0
5645,2,0,1,1,1,3,3,0,0
5646,2,0,0,4,1,2,1,2,2
5647,2,1,0,2,2,0,1,4,1
5648,1,1,0,3,1,0,0,3,1
5649,0,3,0,2,4,1,1,0,3
5650,2,2,1,4,0,1,2,1,1
5651,2,3,0,0,2,2,0,0,3
5652,0,0,0,2,4,3,2,1,0
5653,1,1,1,2,2,4,4,0,3
5654,2,1,1,2,1,0,4,4,3
5655,0,3,0,2,0,1,2,3,1
5656,2,1,0,0,3,1,2,4,4
5657,1,3,1,1,4,1,2,4,0
5658,1,3,0,4,2,2,2,1,2
5659,2,0,0,1,2,3,3,2,2
5660,0,3,1,0,3,2,3,2,2
5661,2,4,1,3,3,2,0,4,0
5662,1,4,0,3,4,3,3,4,1
5663,2,2,1,1,1,2,0,2,2
5664,1,2,1,0,2,1,3,0,1
5665,2,4,1,1,2,2,2,0,0
5666,2,3,1,0,0,2,3,3,0
5667,1,4,1,2,2,3,1,0,1
5668,0,1,1,4,3,1,0,0,3
5669,0,4,1,2,2,1,0,4,0
5670,0,3,0,1,2,4,1,1,2
5671,1,0,0,3,4,0,4,4,2
5672,1,0,0,1,1,4,1,1,4
5673,1,4,0,1,0,3,4,1,3
5674,1,1,0,1,2,2,2,3,1
5675,2,2,0,1,0,0,0,3,3
5676,0,3,0,2,1,4,0,0,0
5677,1,3,1,0,2,4,2,3,2
5678,2,1,0,2,1,4,3,4,3
5679,2,1,1,0,1,3,4,2,1
5680,0,2,1,0,1,3,3,4,4
5681,1,3,0,4,3,0,0,4,1
5682,2,1,1,2,1,4,4,2,0
5683,1,3,1,2,3,3,1,2,2
5684,0,1,0,0,2,4,2,3,1
5685,2,0,0,2,4,2,0,0,0
5686,2,2,1,2,3,2,3,4,1
5687,1,0,0,0,0,2,0,3,0
5688,2,3,0,2,4,0,2,2,2
5689,2,0,0,1,3,0,1,1,4
5690,1,1,1,2,4,3,4,1,4
5691,1,4,1,0,1,1,4,2,4
5692,0,3,0,1,0,2,0,0,0
5693,0,3,0,1,2,4,4,3,2
5694,1,4,0,3,3,1,0,0,2
5695,0,2,0,2,2,4,1,3,2
5696,2,1,1,2,1,0,1,3,3
5697,1,3,1,2,2,4,3,1,1
5698,2,3,0,0,4,4,1,0,2
5699,0,0,0,0,3,3,0,2,3
5700,1,0,1,3,0,0,3,2,4
5701,0,4,0,2,4,1,0,1,4
5702,1,4,0,2,4,0,3,3,1
5703,2,1,0,4,1,0,0,3,4
5704,2,2,0,4,0,4,0,0,2
5705,2,4,1,4,2,1,1,3,2
5706,1,0,1,1,2,2,1,4,1
5707,0,0,1,2,1,0,1,4,3
5708,1,3,1,0,3,3,1,2,4
5709,2,3,1,3,4,3,4,1,0
5710,0,3,0,4,1,2,2,3,4
5711,1,2,0,0,1,3,1,4,2
5712,0,2,1,4,3,1,1,1,4
5713,1,1,1,4,0,1,1,3,1
5714,1,2,0,2,3,1,4,1,1
5715,2,3,0,4,0,2,1,3,0
5716,1,4,1,2,3,1,1,2,2
5717,1,1,0,2,4,1,3,4,3
5718,0,3,1,4,2,2,0,0,3
5719,1,4,1,0,3,4,1,3,4
5720,1,4,1,4,1,1,3,1,3
5721,2,2,0,0,2,1,1,1,1
5722,1,0,0,4,0,3,0,1,2
5723,0,1,0,1,0,3,0,4,0
5724,2,3,0,0,3,1,3,4,1
5725,1,2,0,4,1,3,2,4,2
5726,0,0,0,2,1,4,3,4,4
5727,0,0,1,0,3,4,4,0,1
5728,0,1,0,3,3,4,0,0,1
5729,0,0,1,1,0,0,4,0,2
5730,2,1,1,2,1,4,0,1,3
5731,2,3,1,0,1,0,4,2,1
5732,2,0,1,4,1,0,4,1,2
5733,2,0,1,1,4,0,4,0,0
5734,0,2,1,1,0,0,2,1,3
5735,2,2,1,1,3,4,0,3,2
5736,0,2,0,4,1,1,4,4,3
5737,2,2,1,3,3,0,0,3,4
5738,1,4,1,3,1,1,1,2,2
5739,0,0,0,4,0,0,4,4,1
5740,0,4,0,3,3,4,1,3,4
5741,2,0,1,2,4,3,4,0,4
5742,1,3,0,2,3,3,0,3,1
5743,2,3,0,1,4,4,0,2,1
5744,2,3,0,2,4,4,3,0,2
5745,2,2,0,1,3,2,0,2,1
5746,2,2,1,2,4,4,0,0,1
5747,0,1,0,1,0,2,2,3,0
5748,0,4,1,3,0,2,0,3,2
5749,0,3,1,2,2,4,4,0,3
5750,2,3,0,1,0,2,2,0,1
5751,1,0,1,0,1,4,0,1,3
5752,0,4,0,4,1,2,4,4,0
5753,1,3,1,3,4,4,3,1,1
5754,1,4,0,2,4,3,3,2,3
5755,2,4,0,0,2,2,3,4,3
5756,1,3,1,3,2,3,0,1,3
5757,0,4,1,2,0,1,3,3,2
5758,2,3,0,4,4,0,2,1,1
5759,1,3,1,1,4,3,3,0,2
5760,1,3,1,3,1,0,3,0,2
5761,1,2,1,3,1,4,3,3,0
5762,1,4,0,3,1,1,4,0,0
5763,0,1,0,1,2,0,3,4,3
5764,2,1,0,3,0,4,1,1,1
5765,2,3,0,0,3,2,0,3,3
5766,2,1,0,4,1,2,4,0,3
5767,2,1,1,2,2,3,4,0,1
5768,0,3,1,3,4,2,1,2,3
5769,1,3,1,4,3,3,3,3,1
5770,0,3,1,2,3,4,0,0,4
5771,2,4,1,3,2,2,1,4,2
5772,1,3,1,0,0,2,2,1,4
5773,0,4,0,1,1,2,2,1,1
5774,0,4,1,0,1,1,2,1,4
5775,0,0,1,3,1,0,3,0,3
5776,2,3,1,0,2,2,3,4,3
5777,2,3,0,4,2,4,3,1,4
5778,0,4,0,1,3,3,3,3,3
5779,2,3,1,2,1,1,4,2,0
5780,0,4,1,3,3,4,3,4,2
5781,2,4,0,2,4,3,4,2,4
5782,2,0,1,2,1,2,4,1,2
5783,2,4,1,3,0,3,2,0,3
5784,2,4,1,0,0,0,3,2,0
5785,0,0,1,2,1,0,3,4,2
5786,2,2,1,0,2,0,4,1,2
5787,1,1,1,1,2,3,3,1,0
5788,2,4,1,4,3,4,2,2,2
5789,1,2,0,0,0,3,1,2,1
5790,1,0,1,1,1,3,1,1,0
5791,0,2,0,2,0,4,2,4,0
5792,2,4,1,2,0,3,1,1,3
5793,2,3,1,1,2,1,4,4,3
5794,2,2,0,1,3,0,1,0,4
5795,2,0,0,3,1,4,1,4,2
5796,2,3,1,0,4,0,0,0,1
5797,0,2,1,4,1,3,1,4,2
5798,0,4,0,3,1,3,0,1,2
5799,1,4,0,2,1,1,4,1,0
5800,0,1,0,1,1,1,1,3,2
5801,1,2,0,3,1,0,2,0,3
5802,2,2,1,0,1,2,4,4,0
5803,1,4,0,3,3,4,2,2,4
5804,1,1,1,3,2,3,0,2,4
5805,2,3,0,2,3,3,1,3,1
5806,1,3,1,2,0,2,1,0,3
5807,2,1,0,3,3,2,1,3,4
5808,2,0,1,4,3,0,1,2,3
5809,1,3,0,0,2,1,2,1,0
5810,2,4,1,0,0,0,4,4,1
5811,1,4,0,1,1,0,1,3,0
5812,2,3,0,4,0,0,4,3,3
5813,2,3,0,3,3,4,3,3,1
5814,2,2,1,2,0,0,3,3,0
5815,0,4,0,3,4,2,2,0,2
5816,2,3,1,3,4,1,3,3,3
5817,2,0,1,3,0,0,2,2,3
5818,2,4,1,1,4,2,2,1,3
5819,1,0,0,1,2,0,4,3,1
5820,0,4,0,2,0,0,4,0,1
5821,2,1,1,0,0,4,3,2,0
5822,2,4,0,4,0,0,0,1,4
5823,1,0,1,4,4,2,1,1,0
5824,0,2,1,0,1,4,0,4,4
5825,1,3,1,4,1,2,0,4,2
5826,1,2,1,0,1,4,4,1,0
5827,0,1,0,3,4,2,2,1,1
5828,1,3,1,0,0,3,2,2,4
5829,0,2,1,0,1,4,3,0,3
5830,1,3,0,3,2,2,4,0,4
5831,1,3,0,4,1,2,2,0,4
5832,1,4,0,1,4,2,2,0,3
5833,1,0,0,3,3,2,4,4,2
5834,0,2,0,0,4,4,3,1,0
5835,1,3,1,1,4,1,0,1,2
5836,0,2,0,3,0,3,1,1,2
5837,1,1,1,1,3,4,2,0,0
5838,1,3,1,0,2,4,4,1,3
5839,1,2,1,1,4,3,4,2,1
5840,2,1,1,4,3,4,3,3,2
5841,1,3,0,0,4,0,4,4,0
5842,0,0,0,3,3,1,2,4,0
5843,0,0,0,1,2,4,4,0,2
5844,2,3,0,3,4,4,4,2,1
5845,1,4,1,0,2,1,0,2,1
5846,1,4,0,0,2,1,4,1,1
5847,0,0,1,4,3,2,3,3,1
5848,1,4,0,2,1,1,4,4,1
5849,1,4,1,4,0,0,2,0,3
5850,1,3,1,4,2,0,1,2,0
5851,1,0,1,4,4,2,0,1,3
5852,1,4,1,3,3,3,1,0,0
5853,2,1,0,3,4,4,0,1,0
5854,2,1,1,3,4,2,2,1,1
5855,1,2,0,0,3,2,3,1,4
5856,0,3,1,1,2,4,3,0,3
5857,2,2,1,3,3,0,4,0,0
5858,0,3,0,3,4,2,0,2,3
5859,2,1,1,2,0,3,4,0,1
5860,0,4,1,3,4,1,1,2,3
5861,1,4,1,4,0,3,2,0,0
5862,1,1,1,0,2,0,0,1,0
5863,2,3,1,1,2,3,3,0,0
5864,2,2,1,1,3,3,4,2,0
5865,1,4,0,3,1,4,3,4,0
5866,0,3,0,2,4,0,1,4,2
5867,1,4,1,4,2,3,3,1,4
5868,2,3,0,1,3,0,4,0,1
5869,2,1,1,4,4,1,3,2,4
5870,1,1,0,2,2,2,4,0,4
5871,2,0,0,1,2,3,3,4,2
5872,2,3,1,2,3,1,1,2,2
5873,1,2,0,0,0,1,2,2,1
5874,2,1,0,4,2,0,1,2,4
5875,0,2,0,1,4,2,4,1,2
5876,0,4,0,3,1,2,0,4,0
5877,0,2,0,4,3,2,3,4,1
5878,0,3,1,1,3,2,0,3,0
5879,2,1,1,2,3,3,0,3,1
5880,0,0,1,4,2,0,4,1,0
5881,0,4,1,0,2,3,2,1,0
5882,1,2,1,4,4,4,2,2,0
5883,1,1,0,1,3,0,0,3,4
5884,1,4,1,1,3,1,3,0,0
5885,1,2,0,1,1,3,0,1,0
5886,0,1,0,4,4,2,2,0,2
5887,2,3,0,3,2,2,4,0,2
5888,0,1,1,2,1,4,1,0,3
5889,1,1,1,0,0,0,3,4,2
5890,2,2,1,2,3,4,0,2,4
5891,2,3,0,4,2,4,2,2,2
5892,1,2,0,0,0,0,3,1,0
5893,2,4,0,4,0,0,0,0,2
5894,2,3,0,2,4,2,1,0,1
5895,0,0,1,1,1,3,3,0,1
5896,2,1,0,3,1,2,2,1,4
5897,1,0,1,2,1,2,1,2,1
5898,2,1,0,1,3,0,3,0,4
5899,1,2,1,2,0,4,4,3,2
5900,0,3,0,4,0,1,3,0,3
5901,1,1,0,1,3,4,1,2,0
5902,2,3,0,2,0,1,2,1,2
5903,0,0,1,0,0,1,0,2,2
5904,2,1,0,4,0,1,1,0,3
5905,0,1,1,0,0,1,1,3,4
5906,1,0,1,4,3,2,1,4,3
5907,1,4,0,3,1,4,2,3,3
5908,2,0,1,4,2,2,4,4,1
5909,2,3,1,4,0,1,3,0,0
5910,2,2,1,4,3,0,0,4,1
5911,1,0,1,0,3,4,0,0,2
5912,2,4,1,4,2,3,4,3,1
5913,2,0,0,1,2,1,0,1,4
5914,1,1,1,0,1,0,3,2,1
5915,2,0,1,0,3,4,3,2,0
5916,0,4,0,4,0,2,3,4,4
5917,2,1,0,0,2,0,2,1,3
