title,Category
Me in the exam hall 😭 | Amitabh Bachchan | Kaalia #primevideoindia #movie #comedy #funny ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Deploy AWS infrastructure using github actions and terraform 🚀 Terraform Infrastructure as Code,Cloud Computing AWS Azure
Best Practices for Enterprise Cloud Storage Security Cloud Security Best Practices,Cloud Computing AWS Azure
🎥 MARY POPPINS RETURNS (2018) | Full Movie Trailer | Full HD | 1080p ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Leadership Communication Skills || Leadership Development program || Module - 15 ,Leadership and Communication Skills Training
A Day in the Life of a Data Scientist at the Office ,Data Science and Data Analytics
Indoor Cricket #youthful #trending #sports #youtubeshorts #satisfying ,Sports Highlights and Cricket Match Updates
What are Generative Adversarial Networks (GANs) and how do they work? Generative Adversarial Networks GAN,Machine Learning and Deep Learning Course
"Cardiac Axis Interpretation, Animation. Cardiology and ECG Interpretation",Medical
Biggest corporate frauds that changed Indian law Company Law and Governance,Commerce
🔳Part 1/2:Stop Overthinking at Night (Scientifically) |The Worry Hour Method That Rewires Your Brain ,Psychology: Behavioral Science and Mental Health Education
How to improve Communication Skills? By Sandeep Maheshwari I Hindi ,Leadership and Communication Skills Training
Pandas Tutorial: Selecting Columns and Filtering Rows in Python Pandas Data Wrangling,Data Science and Data Analytics
What is CryptoCurrency? | Everything About Bitcoin &amp; Cryptocurrencies Explained for Beginners ,Stock Market Trading and Investment Analysis
ESSAY ON CLIMATE CHANGE | WHAT IS CLIMATE CHANGE | POINTS ABOUT CLIMATE CHANGE | #climatechange ,Renewable Energy and Climate Science Lectures
Sending Firebase Push Notifications - Firebase Cloud Messaging Firebase Push Notifications,Flutter and Firebase App Development
AI Impact on IAM: Future of Identity &amp; Access #shorts Identity and Access Management IAM,Cloud Computing AWS Azure
Difference between cost and management accounting Cost and Management Accounting,Commerce
Intro to EKG Interpretation - Myocardial Infarctions (Part 1 of 2) Cardiology and ECG Interpretation,Medical
"Complete Flutter E-commerce App - Bloc, Clean Architecture, Firebase ",Flutter and Firebase App Development
Software Engineer vs Data Scientist 😎 ft. @SajjaadKhader &amp; Megan ,Data Science and Data Analytics
ATAL FDP 2025 | Day 2 Session 1 | Climate Change by Prof. Srinivasa Rao Pentyala | IIT Dhanbad ,Renewable Energy and Climate Science Lectures
FREE Data Analytics Course By CISCO 🔥✨ #shorts ,Data Science and Data Analytics
Machine Learning &amp; Deep Learning in Python &amp; R  Mega Link Course ,Machine Learning and Deep Learning Course
18 April 2026 Current Affairs | Episode 2051 | Current Affairs Today | Kumar Gaurav Sir ,"Global Politics, News, and Current Affairs"
"Using Dart Isolates, Dependency Injection and Future Builders in Dart&#39;s Flutter Framework Dependency Injection in Flutter",Flutter and Firebase App Development
PCS SELECTED II BEST BOOKS FOR PCS #uppscinterview #uppcs #pcs #study #upsc #currentaffair #students ,Miscellaneous Daily Vlogs and General Content
What is the Virtual DOM in React ? | React Interview | nextjs | Virtual Dom #reactjs #nextjs #job React Virtual DOM,MERN Stack Web Development Tutorial
What is CI/CD? Tech explained in simple terms. #tech #techskills #codewithme CI/CD Pipelines with Jenkins/GitHub Actions,Cloud Computing AWS Azure
Best Laptop For Ethical Hacking And Cybersecurity #cybersecurity #ethicalhacking #shorts #viral ,Ethical Hacking and Network Security Full Course
CA Final AFM May 2026 Exam Toughest PAPER REVIEW | Last Day Strategy for AUDIT | Ajay Agarwal AIR 1 ,Chartered Accountancy and Financial Auditing
Introduction || Corporate Governance || part -1 || bcom /  bcom hons ||semester 6 || BY CA AJAY SIR ,Business Law and Corporate Governance
"Chartered Accountant in South Africa: Trainee Accountant Salary, Auditor, requirements, failing CTA ",Chartered Accountancy and Financial Auditing
Complete Flutter E-Commerce App with Firebase &amp; Riverpod (User &amp; Admin App) ,Flutter and Firebase App Development
KNN Algorithm in Machine Learning | K Nearest Neighbor | KNN Algorithm Example |Tutorialspoint K-Nearest Neighbors KNN,Machine Learning and Deep Learning Course
Growing Role of Auditing Standards &amp; Financial Frauds Financial Auditing Standards,Commerce
Most Important Questions - Final A/c | ROE | BRS | CA Foundation Accounts | CA Hardik Manchanda | ,Chartered Accountancy and Financial Auditing
Pakistani girl&#39;s reaction on indian 🇮🇳 Culture #pakmedia #pak #viral #shorts ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
What is data analysis #data #dataanalysis ,Data Science and Data Analytics
MERN Stack Tutorial #4 - MongoDB Atlas &amp; Mongoose Mongoose Schemas and Hooks,MERN Stack Web Development Tutorial
What is AI &amp; ML &amp; DL in Tamil || Deep Learning in Tamil 💡 ,Machine Learning and Deep Learning Course
AWS Lambda durable functions | Serverless Office Hours AWS Lambda and Serverless,Cloud Computing AWS Azure
Build Your Own CI/CD Pipeline in Salesforce (Using GitHub Actions) CI/CD Pipelines with Jenkins/GitHub Actions,Cloud Computing AWS Azure
munawar roast Sunil pal💀 #shortvideo #funny #trolllife #comedy #trolledit #munawarfaruqui ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
SOURCES AND NATURE OF DATA | DATA ANALYTICS | LECTURE 01 BY MS. ANKITA RANI | AKGEC ,Data Science and Data Analytics
How to Start Trading Stocks As a COMPLETE Beginner ,Stock Market Trading and Investment Analysis
Drug 💊 Interaction | 3D Animation #medicaleducation #pharmacovigilance ,Pharmacology and Drug Interaction Studies
GST Composition Scheme Simplified | Tax Only on Taxable Turnover | Save More with Mixed Supplies Corporate Taxation and GST,Commerce
"HIGHLIGHTS | Bangladesh vs New Zealand, 2nd ODI | New Zealand tour of Bangladesh | T Sports ",Sports Highlights and Cricket Match Updates
"Drug Interactions [PTCB, PTCE,  NAPLEX, PEBC, FPGEE, USMLE, OPRA, NCLEX, Pharmacy Tech exams] ",Pharmacology and Drug Interaction Studies
"Psc clerk main cut off | seat, vacancy, main score wbpsc clerkship cut off |main cut off #pscclerk ",Miscellaneous Daily Vlogs and General Content
The Demand for Chartered Accountants (CAs) in India | Job Opportunities &amp; Career Growth ,Chartered Accountancy and Financial Auditing
Financial Audit | CLASS 40 | JKSSB FINANCE ACCOUNT ASSISTANT 2026 | By Prerna Mam ,Chartered Accountancy and Financial Auditing
Blockchain Local Variables | Chainlink #shorts ,Blockchain and Solidity Programming
"MERN Stack Event Booking Web App (OTP + Admin Panel + JWT Auth) with Code | React, MongoDB, Node JS ",MERN Stack Web Development Tutorial
Data Engineering Interviews in 2021 vs 2025 🥲 #coding #sql #llm Big Data Processing with PySpark,Data Science and Data Analytics
3D Printed Oreo Cookie with a Surprise ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Business Audit/ Types of Audit Financial Auditing Standards,Commerce
Azure Active Directory | Azure Active Directory Tutorial | Azure Tutorial For Beginners |Simplilearn Azure Active Directory,Cloud Computing AWS Azure
chainId and Wallet || Ethers.js Ethereum Web3.js vs Ethers.js,Blockchain and Solidity Programming
What is Orbitofrontal Cortex (OFC)? #arvindotta #psychology #psychologytopics ,Psychology: Behavioral Science and Mental Health Education
Mission Chandrayaan 3 | Important Facts and Multiple Choice Questions in Hindi | Neal Kashyap ,Miscellaneous Daily Vlogs and General Content
😂 Buying a coffee in your second language 😂  #learnenglish #english ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
"3. Introduction to AWS VPC, Subnets, Internet Gateway &amp; Route-tables AWS VPC and Subnets",Cloud Computing AWS Azure
"Diffusion Autoencoders: Toward a Meaningful and Decodable Representation (CVPR2022, Oral) Autoencoders",Machine Learning and Deep Learning Course
Azure vs AWS! Which is the BEST to Learn First? ,Cloud Computing AWS Azure
MySQL Study Plan for Data Analysis #dataanalytics #sql #datascience ,Data Science and Data Analytics
MongoDB Aggregation: How to Use $sort and $limit for High Performance MongoDB Aggregation Framework,MERN Stack Web Development Tutorial
"Data Science, Data Analytics &amp; Business Analytics Workshop | Learn Excel, Power BI, Python, AI FREE ",Data Science and Data Analytics
Complete MERN Stack Shopping Platform with Authentication &amp; Payments in Tamil ,MERN Stack Web Development Tutorial
Learn Machine Learning Like a GENIUS and Not Waste Time ,Machine Learning and Deep Learning Course
Time Series Forecasting in Python – Tutorial for Beginners Time Series Analysis and Forecasting,Data Science and Data Analytics
MKJ future put sell strategy #investment #nifty #stockmarket #nifty50 ,Stock Market Trading and Investment Analysis
IAM Working Identity Access Management Identity and Access Management IAM,Cloud Computing AWS Azure
AWS vs Azure vs GCP: Which One to Learn? | @Frontlinesmedia ,Cloud Computing AWS Azure
"StatQuest: Principal Component Analysis (PCA), Step-by-Step Principal Component Analysis PCA",Machine Learning and Deep Learning Course
"Backpropagation, intuitively | Deep Learning Chapter 3 Backpropagation and Optimizers",Machine Learning and Deep Learning Course
"Antoine Douaihy, PhD: Pharmacology (Drug-Drug Interactions) ",Pharmacology and Drug Interaction Studies
ABOUT CRYPTO - Layer 2 Solutions and Scaling📈📊 #crypto #advice #bitcoin #shorts Layer 2 Scaling Solutions,Blockchain and Solidity Programming
Why Nobody Understood Scott Pilgrim in 2010 ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Craniectomy brain surgery - 3D animation Surgical Procedures and Techniques,Medical
Deep Learning Full Course - Learn Deep Learning in 6 Hours | Deep Learning Tutorial | Edureka ,Machine Learning and Deep Learning Course
Complete Backend Course | Build and Deploy Your First Production-Ready API ,MERN Stack Web Development Tutorial
West Indies v Nepal | Nepali Highlights | T20WC 2026 ,Sports Highlights and Cricket Match Updates
Biopsychosocial Model | Lecture 7 | Urdu Hindi| Health Psychology | Clinical Psychologist Iqra Saeed ,Psychology: Behavioral Science and Mental Health Education
thyroid gland ,Human Anatomy and Physiology Lectures
Create a VPC and Subnets with AWS CLI - AWS Networking AWS VPC and Subnets,Cloud Computing AWS Azure
Funny video #funny #comedy #rahulgandhi ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Ban vs NZ Live Match Today | Bangladesh vs new zealand 3rd t20 2nd inning commentary &amp; score ,Sports Highlights and Cricket Match Updates
Unit 2 complete || Pharmacology 4th semester || Pharmacodynamics || General phrmacology || Carewell ,Pharmacology and Drug Interaction Studies
FULL Flutter Firebase Auth Course • SignUp / SignIn / Google Sign In / Apple Sign In ,Flutter and Firebase App Development
Prepare Audit in Just 10 Days and score 50+ Marks #audit #cainter #ca #icai_students_group #account ,Chartered Accountancy and Financial Auditing
"Let&#39;s build GPT: from scratch, in code, spelled out. Transformers Architecture",Machine Learning and Deep Learning Course
How Does Derivative Market work? Financial Derivative Markets,Commerce
XGBoost explained #datascience #machinelearning #statistics #xgboost #decisiontrees XGBoost and Gradient Boosting,Machine Learning and Deep Learning Course
Easy Data Structures &amp; Algorithms Hacks to Get Ahead in Placements! ,Data Structures and Algorithms for Placements
Hospital and Clinical  Pharmacy Chapter 12  ||  Medication Errors || Drug Interactions ,Pharmacology and Drug Interaction Studies
Build your first machine learning model in Python ,Machine Learning and Deep Learning Course
"Introduction to Process, Audit and Assurance - Chartered Accountancy ",Chartered Accountancy and Financial Auditing
Transformers Explained | Simple Explanation of Transformers Attention Mechanism,Machine Learning and Deep Learning Course
ਮੋਟਰ ਆਲਾ ਕੋਠਾ | NEW PUNJABI SHORT MOVIE 2026 | BEST PUNJABI SHORT MOVIE  ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Mains Answer Writing के लिए हर दिन मैंने इतने Questions लिखे हैं ,UPSC Civil Services Full Lectures and Preparation
How Neural Networks work in Machine Learning ? Understanding what is Neural Networks ,Machine Learning and Deep Learning Course
"Amazon AWS, Azure e Google Cloud: Come funziona davvero il CLOUD? ",Cloud Computing AWS Azure
What is &quot;Corporate Governance&quot;? ,Business Law and Corporate Governance
【隠れ家的古着屋】あの男はいったい何をしていたのか ,Miscellaneous Daily Vlogs and General Content
Which is better? - Stocks? Crypto? or Forex? || Booming Bulls || Anish Singh Thakur #shorts ,Stock Market Trading and Investment Analysis
What Are The Best Practices For CI/CD Security? - Cloud Stack Studio Cloud Security Best Practices,Cloud Computing AWS Azure
The Science Behind &#39;Tag Someone Who…! ,Psychology: Behavioral Science and Mental Health Education
"ECG (EKG) Rhythms to Know: Sinus Rhythms, Sinus Tachycardia, Heart blocks, etc. Cardiology and ECG Interpretation",Medical
Consensys -  Introduction to Truffle Hardhat and Truffle Frameworks,Blockchain and Solidity Programming
Complete Strategy for UPSC 2026/2027 |  Dr. Tanu Jain Ma&#39;am | Tathastu ICS | UPSC EXAM ,UPSC Civil Services Full Lectures and Preparation
Autonomic Nervous System Pharmacology | Complete In 3 Hours | GPAT | Pharmacist | Drug Inspector ,Pharmacology and Drug Interaction Studies
Hypothesis Testing Full Concept in Hindi in Statistics part 01| Null and Alternative Hypothesis Statistical Hypothesis Testing,Data Science and Data Analytics
