Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Chemistry,Digital Marketing Specialist,4.8379594474449865,5,2,1,1,8,0,4,0,4,4,3,0,1,1
Chemistry,Investment Banker,4.007516899236082,4,1,4,0,8,1,2,0,3,4,0,1,3,0
Engineering,Software Developer,4.501043198903908,2,1,4,1,9,0,4,0,3,3,0,3,3,0
Finance,Entrepreneur,4.343937224021853,3,2,4,0,8,0,4,1,0,4,2,2,2,0
Business,Animator,3.905528282943287,4,2,0,1,4,1,2,3,2,1,1,1,0,0
Music,Financial Analyst,2.542040868625402,8,2,0,1,8,1,0,2,3,3,3,3,0,1
Marketing,Risk Analyst,4.665697845168566,1,2,0,1,6,0,2,0,3,1,1,4,1,0
Architecture,Art Director,2.892668236464138,3,1,4,1,4,0,0,4,3,3,4,2,3,0
Computer Science,Legal Secretary,4.890931552076206,2,2,4,1,9,0,0,3,2,4,4,2,2,1
Computer Science,School Counselor,4.335323722922068,2,2,3,1,2,1,0,1,2,4,4,1,1,0
Engineering,Chemical Engineer,4.823510457334699,9,2,0,1,5,0,1,0,3,1,2,3,3,0
Education,Curriculum Developer,3.5594576995252347,5,2,1,1,5,0,3,2,0,2,1,1,4,1
Biology,Financial Controller,2.511533030105653,2,1,4,1,0,1,3,4,4,0,3,1,0,0
Computer Science,Interior Designer,3.9743073531514073,0,1,1,1,6,0,2,0,4,0,3,0,1,1
Marketing,Acoustics Specialist,3.8219319333780333,6,1,4,1,0,1,0,0,0,0,3,0,3,0
Business,Surgeon,4.229287718602075,3,2,3,0,7,1,0,1,0,1,0,2,3,1
Music,Landscape Architect,3.1509798595225864,7,2,1,1,4,0,4,2,0,2,1,1,3,0
Art,Cybersecurity Analyst,3.564860471259864,5,0,2,1,4,1,0,1,1,1,2,1,3,1
Law,Software Developer,4.806838011640146,5,1,4,0,3,1,2,4,3,2,3,4,3,0
Music,Physical Chemist,4.659026329136616,7,2,2,0,8,0,1,1,3,0,4,2,4,0
Finance,Nuclear Physicist,3.740779228521899,4,2,4,1,7,1,3,0,3,2,2,2,3,1
Education,Human Resources Specialist,2.85366082004324,7,2,0,0,8,1,4,3,4,2,4,1,3,1
Biology,Architect,4.360984750580078,0,2,4,0,8,0,1,0,2,1,4,1,2,1
Music,Biologist,2.759473877544539,2,1,2,1,0,0,2,2,1,0,1,4,1,1
Music,Chemical Engineer,3.3639437670387045,4,0,0,1,5,0,1,3,0,4,1,2,0,0
Business,Architectural Technologist,3.9033348046268435,9,1,4,0,7,0,2,4,3,1,1,0,3,1
Biology,Art Director,2.9789319226331616,8,0,0,1,4,1,2,3,2,2,3,4,1,0
Medicine,Dentist,2.995707282527175,1,0,3,0,6,1,4,4,2,3,1,1,4,1
Art,Illustrator,3.050685485167966,0,2,1,0,4,0,4,2,4,2,2,4,1,0
Marketing,Civil Engineer,3.7338981470950983,7,0,0,1,8,1,1,3,2,2,4,0,1,0
Psychology,Zoologist,4.359776228990081,8,0,4,0,5,0,2,0,4,4,4,2,0,0
Physics,Music Teacher,4.601498782214982,1,2,0,1,0,0,4,0,0,2,3,1,2,1
Computer Science,Dentist,3.0111809676799997,2,1,1,1,3,0,1,2,0,3,3,1,4,0
Marketing,Special Education Teacher,4.533770654248632,4,1,4,1,0,0,2,1,4,0,3,3,2,1
Biology,Accountant,3.3390162977244087,7,2,4,0,1,0,3,4,3,3,4,3,1,1
Education,Legal Secretary,4.507966680928258,1,2,3,0,5,0,1,2,1,4,4,2,1,0
Chemistry,Architectural Technologist,4.5200801936950175,8,1,1,0,2,0,4,2,3,0,3,1,4,1
Medicine,Architectural Technologist,4.858288315644513,6,2,2,1,5,1,0,1,2,0,0,4,0,0
Education,Biologist,4.0666622103618675,7,1,0,1,5,0,4,2,3,0,0,3,1,1
Psychology,Illustrator,4.989179286908788,8,1,0,0,9,1,2,0,3,0,2,3,0,1
Music,Music Teacher,4.552950903148808,8,2,1,1,2,1,2,3,4,4,2,4,3,0
Architecture,Physician Assistant,4.675236980264223,2,1,1,1,9,0,0,4,3,2,1,4,4,1
Education,Chemical Engineer,3.8721168209345893,4,0,2,1,2,0,4,3,3,0,3,0,1,1
Physics,Physical Chemist,3.751908015482279,3,2,1,0,8,1,1,1,1,2,4,0,1,0
Architecture,Architect,4.235424787676445,5,2,3,1,1,1,4,2,0,4,3,2,3,1
Art,Civil Engineer,3.192729089869724,0,0,4,1,0,1,3,4,2,3,2,1,4,1
Law,Web Developer,4.961761956347791,6,2,4,1,9,1,3,3,2,0,2,2,2,1
Medicine,Entrepreneur,4.776278613645895,7,0,3,1,9,0,4,0,1,3,2,0,0,1
Marketing,Surgeon,3.6629737355837326,6,1,3,1,7,1,0,4,3,0,3,3,1,0
Music,Inorganic Chemist,3.543198864799707,0,1,2,0,6,0,0,1,3,3,1,4,1,0
Finance,Physicist,4.768031623826525,6,0,2,1,9,1,0,2,0,3,4,3,0,1
Physics,Microbiologist,3.604028928157372,7,1,4,0,2,0,3,4,3,3,0,3,4,0
Biology,Civil Engineer,3.6339111680051266,8,0,3,0,9,0,0,0,0,3,2,1,0,0
Engineering,Social Media Manager,2.6724109488461782,3,0,4,0,8,0,0,3,4,4,2,4,2,1
Physics,Marketing Manager,2.8579016849455963,9,0,1,1,7,1,1,0,1,3,2,1,0,1
Marketing,Landscape Architect,3.150178947893121,6,2,4,0,6,1,2,1,3,1,0,3,0,1
Law,Dentist,4.5190588044865265,5,2,0,1,4,0,4,2,1,4,4,2,4,1
Finance,Architect,3.894279357396112,8,1,2,0,9,1,4,4,1,0,0,3,3,0
Music,Microbiologist,3.6970216705680987,4,2,0,1,9,1,1,4,3,4,3,3,1,0
Engineering,Teacher,3.2826592088485036,3,1,1,0,6,0,4,4,1,1,0,1,1,1
Education,Nurse,3.017816859607088,0,1,4,1,3,0,3,3,0,0,2,3,3,0
Education,Fluid Mechanics Engineer,3.946189065369116,7,0,0,0,8,1,0,4,3,3,3,4,1,1
Computer Science,Special Education Teacher,2.7211596848738346,7,0,2,0,6,0,4,2,3,4,0,4,0,1
Computer Science,Paralegal,4.882164567853074,5,0,2,1,0,1,1,3,0,3,0,2,1,0
Chemistry,Geneticist,3.8112685081057216,3,0,3,0,3,1,1,4,4,0,3,2,2,1
Law,Financial Controller,3.4921069974993704,3,2,0,0,0,1,0,3,1,0,0,3,3,0
Engineering,Art Director,3.526063787290754,3,1,3,0,0,1,2,4,1,1,3,1,3,0
Computer Science,Physical Chemist,2.840847887901288,9,2,1,0,5,1,2,3,0,4,4,4,4,1
Biology,Mechanical Engineer,3.2527813269649046,8,1,1,1,7,0,1,0,0,4,0,3,4,0
Biology,Quantum Physicist,3.06690260572548,3,2,0,0,5,0,1,2,3,3,1,4,2,1
Biology,Judge,4.911212176347732,1,1,0,0,1,0,4,3,1,1,4,2,1,0
Chemistry,Digital Marketing Specialist,2.64246890683964,9,1,4,0,5,0,2,2,0,2,1,0,3,1
Business,Animator,4.412666846638961,3,1,3,0,6,1,4,2,2,0,3,0,3,0
Finance,Construction Manager,2.671565903176624,7,2,1,1,3,0,4,4,2,2,0,0,2,0
Computer Science,Composer,2.623857361640555,8,0,3,1,0,1,2,3,4,4,1,4,0,0
Engineering,Advertising Manager,3.377170812717666,7,0,3,1,5,0,2,2,4,3,2,3,4,1
Psychology,Biochemist,3.637726824445053,3,2,1,1,8,0,4,2,2,0,3,2,1,1
Engineering,Ecologist,3.2203236493264304,2,0,3,1,6,1,1,1,3,4,0,3,1,1
Finance,Music Therapist,3.1043571240573784,7,0,1,1,0,0,4,4,1,1,2,2,3,0
Chemistry,Manager,4.286536010210939,5,0,1,1,9,0,1,3,2,4,4,4,0,0
Marketing,Actuary,4.731468056310712,2,2,3,0,1,0,0,3,0,1,1,4,2,1
Architecture,Special Education Teacher,2.8263399499384083,6,0,4,1,7,0,1,4,2,0,2,2,1,0
Education,Physician Assistant,3.610484121998311,7,1,4,0,4,0,1,2,0,3,3,3,2,1
Engineering,Marketing Manager,4.152934708381226,3,2,1,1,1,1,3,2,0,2,2,3,0,1
Medicine,Manager,4.3171863588409565,8,0,0,0,6,0,1,2,0,1,1,1,1,0
Computer Science,Manager,3.494304798661697,6,0,3,0,9,0,2,2,2,4,1,3,1,0
Computer Science,Doctor,4.375929043526621,2,1,2,1,5,0,3,3,2,0,4,1,1,1
Education,Electrical Engineer,3.67001928148844,1,2,1,0,5,0,1,3,4,2,2,2,3,1
Art,Fluid Mechanics Engineer,4.220067871887174,2,1,3,1,1,1,1,0,1,3,3,4,2,0
Art,Lawyer,4.42351623926344,4,2,0,1,9,1,0,0,3,3,4,1,4,0
Art,Construction Manager,4.505885407183003,1,2,0,0,0,0,4,2,3,3,0,1,3,0
Engineering,Electrical Engineer,2.812393116383844,8,0,2,1,5,1,0,4,4,3,0,1,1,0
Medicine,Manager,3.797255482993511,6,2,4,0,3,1,3,0,3,4,2,3,4,1
Finance,Musician,4.573631141478819,4,2,2,1,2,1,3,2,4,1,4,1,2,1
Chemistry,Financial Advisor,4.743378135960427,2,0,2,0,1,0,1,4,1,2,2,3,2,1
Art,Art Therapist,4.749704486708335,6,0,4,0,6,1,3,0,1,0,0,2,2,1
Finance,Financial Analyst,4.354630374699638,7,2,1,1,8,0,1,3,2,1,4,1,4,1
Chemistry,Landscape Architect,3.881706005436988,4,0,3,0,6,1,4,3,1,2,4,4,1,0
Computer Science,Data Scientist,3.710864306934582,3,1,0,1,2,1,0,2,2,1,2,4,4,0
Medicine,Entrepreneur,2.907168134850962,5,2,0,1,4,0,1,4,4,4,1,2,0,0
Architecture,Surgeon,2.575435959525964,1,0,2,0,2,0,3,3,4,0,2,0,4,1
Engineering,Nurse,4.053714792132986,6,2,0,1,5,0,1,3,1,4,4,1,2,0
Computer Science,Entrepreneur,3.1007537001138665,3,1,0,1,9,0,4,0,4,1,1,4,0,1
Education,Microbiologist,3.2437914066757694,5,0,2,0,7,0,2,2,2,0,1,2,3,0
Architecture,Music Therapist,4.335487057827741,4,0,4,1,3,0,4,0,4,1,2,4,1,1
Marketing,Architect,3.4753150089153593,6,2,1,0,3,1,0,4,0,1,2,0,3,0
Architecture,Principal,3.7719944327284063,6,0,2,0,7,0,4,3,1,4,1,1,0,0
Music,Biologist,2.7390383238862763,5,1,1,0,1,1,2,0,3,3,2,1,1,1
Marketing,Data Scientist,4.543440773836644,2,2,0,1,3,1,2,0,0,4,1,2,1,1
Chemistry,Accountant,4.982570277084111,9,1,4,1,8,1,0,1,4,1,1,4,2,0
Business,Composer,4.929629269133001,2,2,3,1,7,1,1,0,2,2,0,3,0,1
Psychology,Art Therapist,2.9565980179198545,1,0,1,1,4,1,4,2,0,1,3,4,4,1
Chemistry,Architectural Technologist,3.4267259123959315,4,1,2,0,1,1,3,2,4,3,4,4,2,1
Music,Paralegal,3.7288876778999036,0,0,3,0,5,0,2,2,3,4,1,0,0,1
Business,Investment Banker,2.771578692194765,4,0,4,0,3,1,3,4,3,2,3,0,1,0
Education,Game Developer,2.6414459629487,3,0,4,1,8,1,4,2,2,1,4,4,3,0
Computer Science,Microbiologist,4.643620126411516,3,0,3,0,7,0,3,4,1,3,3,2,0,0
Architecture,Chemist,3.2450403183653855,3,2,3,1,5,0,0,1,0,4,3,2,0,0
Physics,Biologist,2.706222212580381,4,0,3,0,9,0,4,2,2,2,2,1,3,1
Music,Chemist,2.924288090744098,5,0,4,1,4,0,2,4,1,3,2,1,4,1
Chemistry,Financial Controller,4.454398041934187,1,2,2,1,1,0,1,4,3,0,4,4,3,1
Chemistry,School Counselor,3.8455251723129513,0,1,1,1,9,1,4,0,0,4,3,2,3,0
Psychology,Legal Consultant,2.5771647378182365,9,0,2,0,8,0,0,4,1,0,1,1,3,0
Art,Curriculum Developer,4.679553039835378,7,0,2,1,0,1,3,2,3,2,2,3,4,0
Computer Science,Architect,4.403599928856594,4,0,0,1,4,0,4,0,1,1,4,0,1,1
Physics,Financial Controller,2.7296655327203547,5,2,3,0,5,1,1,3,0,1,3,2,4,1
Physics,Graphic Designer,3.3285244583785185,7,0,2,0,0,0,1,0,0,3,2,4,1,1
Medicine,Special Education Teacher,3.9374414162436078,0,1,4,1,2,0,0,3,3,0,0,4,4,1
Physics,Pharmacist,2.9290376186525804,8,0,2,0,0,1,4,3,2,3,4,4,1,0
Computer Science,Marketing Manager,3.396486771320116,9,0,3,1,5,0,2,0,2,3,1,2,4,0
Medicine,Civil Engineer,4.030064610862546,8,1,1,1,8,1,2,2,1,1,4,1,0,0
Physics,Human Resources Specialist,3.4202047896782997,1,0,4,0,9,0,3,3,2,2,1,0,0,1
Computer Science,School Psychologist,4.41795573087346,3,1,4,1,6,0,0,1,3,4,4,3,1,0
Physics,Credit Analyst,2.608235492469539,2,2,4,0,8,0,4,3,2,2,1,0,0,0
Medicine,Forensic Psychologist,4.499923658615749,6,1,0,1,1,1,3,2,4,0,4,3,3,0
Marketing,Human Resources Specialist,3.7286790294033008,9,0,4,0,2,1,2,0,4,2,2,1,2,1
Biology,Credit Analyst,3.852621513505298,5,1,4,0,0,1,3,2,1,2,4,1,1,0
Chemistry,Data Scientist,3.619822627138955,2,1,3,1,8,1,2,0,3,0,1,1,0,1
Chemistry,Legal Consultant,2.890785795164585,9,0,2,1,8,1,4,3,4,2,4,4,0,1
Music,Biochemist,4.348987820690984,6,2,3,1,1,1,3,1,3,1,0,0,0,1
Marketing,Nurse,3.80271499558808,3,2,3,0,2,1,2,1,2,3,1,0,1,0
Music,Legal Secretary,3.1425851750249802,7,2,0,0,8,1,3,2,0,4,1,2,4,1
Biology,Organic Chemist,4.281993363857844,9,1,3,1,0,0,2,2,2,0,3,0,3,0
Computer Science,Principal,3.818780583096429,2,2,4,0,1,0,4,3,0,2,2,1,2,0
Music,Financial Controller,4.20037528645923,0,2,2,0,7,1,3,4,4,0,1,1,0,0
Physics,Music Therapist,4.899156261706231,1,1,1,1,5,1,4,3,1,2,3,1,3,0
Art,Financial Advisor,3.554968253379501,6,0,2,1,3,0,4,3,3,3,1,2,1,0
Art,Chemical Engineer,3.6330438980664987,6,2,0,0,9,1,3,3,4,1,2,0,3,1
Medicine,Aerospace Engineer,2.6095751965181466,8,1,1,0,9,0,1,1,0,2,2,2,0,1
Chemistry,Dentist,3.8785437199208657,3,1,3,1,5,0,0,2,3,2,3,4,0,1
Law,Composer,3.1075554537115697,8,0,2,1,9,1,1,4,3,2,4,3,3,1
Education,Marketing Specialist,3.198077527384959,0,1,1,0,8,0,3,2,1,3,3,4,0,1
Marketing,Chemical Engineer,4.726649503568566,0,2,3,0,0,1,4,2,1,0,4,1,1,1
Chemistry,Art Therapist,2.7933990911755924,5,1,1,0,3,0,1,0,1,2,0,1,0,0
Art,Nurse,3.993895777818605,8,0,2,1,3,0,3,4,1,3,2,1,0,1
Engineering,Financial Analyst,2.765794585747738,7,0,3,0,9,1,3,0,1,2,3,3,0,0
Psychology,Zoologist,4.418344409903311,7,1,2,1,8,0,1,0,4,2,2,0,4,0
Biology,Acoustics Specialist,4.513730119311424,4,0,1,1,0,0,1,1,2,3,0,0,4,0
Art,Biotechnologist,4.2799489973268185,5,1,0,1,5,0,2,0,0,3,0,3,2,1
Biology,Psychologist,2.893605798489134,2,2,2,1,2,0,4,1,3,0,3,0,0,0
Education,Civil Engineer,2.952266007683776,4,2,1,1,6,0,4,2,2,0,2,1,2,0
Art,Financial Controller,4.729710954596292,6,1,3,0,3,1,1,3,1,3,3,3,4,0
Medicine,Artist,4.148507851090068,6,1,1,1,8,1,4,0,3,3,0,0,2,0
Engineering,Advertising Manager,4.118662878435035,3,2,3,1,3,0,0,3,0,2,4,0,3,1
Business,Acoustics Specialist,3.1643988481210528,8,2,3,1,3,0,3,2,2,4,1,3,0,1
Physics,Quantum Physicist,2.7378265800652164,8,2,2,0,7,0,3,3,1,3,3,2,2,0
Computer Science,AI Researcher,4.837271147776351,4,0,0,0,4,0,3,1,2,0,1,0,2,0
Medicine,Animator,4.62117641928416,0,2,3,1,7,0,2,2,2,1,0,4,1,1
Biology,Counselor,2.6731850536344455,5,2,2,0,5,1,3,0,2,4,0,0,1,0
Psychology,Dentist,4.7699840070111,0,0,3,1,1,0,0,1,2,4,2,0,0,1
Medicine,Urban Planner,3.7861387583967505,8,1,4,0,9,1,3,4,0,3,2,1,0,1
Music,Entrepreneur,3.8100306141293316,1,2,2,1,8,1,2,2,1,0,2,0,0,1
Art,Forensic Psychologist,4.744994622425117,0,2,1,1,7,0,1,4,3,4,1,4,1,1
Art,Chemical Engineer,3.6521273841261177,4,0,4,0,4,0,2,2,3,0,4,2,3,0
Engineering,Lawyer,3.387518860323431,2,0,0,0,0,1,3,4,0,1,3,0,0,0
Computer Science,Forensic Psychologist,3.3866656041899184,5,0,3,0,0,0,3,2,1,2,0,1,0,1
Education,Music Therapist,2.552554196536707,2,1,0,0,8,1,0,3,2,3,0,3,2,1
Law,Paralegal,4.448050727202993,9,2,1,1,2,0,2,0,2,2,3,2,2,1
Business,AI Researcher,4.340029063069185,3,2,3,1,4,0,0,0,3,4,2,0,0,0
Education,Marketing Specialist,4.095327299613581,0,0,4,1,4,1,1,1,0,4,0,3,1,0
Law,Art Director,3.7646505965485426,9,2,0,0,5,1,1,2,2,3,2,1,3,0
Architecture,Acoustics Specialist,3.335671920103907,5,2,3,0,1,0,4,4,0,2,2,2,0,0
Music,Nuclear Physicist,4.535389901532232,7,1,1,1,0,1,0,1,3,1,0,4,1,1
Law,Aerospace Engineer,4.476998459487188,9,2,0,1,3,0,0,4,0,4,3,0,2,1
Chemistry,Microbiologist,3.1927070135399185,1,0,0,0,7,1,0,4,1,4,4,0,1,1
Music,Artist,2.8569602752373684,7,1,2,1,2,1,0,4,3,4,2,2,4,1
Engineering,Chemist,2.596156890982174,3,2,0,1,2,0,2,2,1,1,4,2,4,0
Music,Graphic Designer,3.298018255399673,0,0,0,1,9,1,3,3,1,4,4,2,4,1
Computer Science,Education Administrator,4.939061499975228,8,2,4,1,6,1,2,0,0,0,4,4,2,0
Engineering,Advertising Manager,4.347038479036714,2,2,3,0,2,0,1,1,1,3,4,2,1,1
Physics,Music Teacher,4.375782517411389,0,0,3,1,7,0,1,2,0,3,3,3,1,0
Biology,Brand Manager,3.3292926855520513,6,2,3,1,0,1,3,1,1,3,2,0,2,0
Medicine,Physician Assistant,2.570074700578065,0,0,1,0,7,1,2,4,1,3,4,2,1,1
Marketing,Curriculum Developer,3.9739510584697957,3,2,4,1,7,1,4,2,2,3,1,2,3,0
Business,Musician,2.7325641645895624,7,1,4,1,2,1,2,1,4,1,0,1,2,1
Education,Biotechnologist,3.0353356316981106,7,0,1,1,7,0,1,4,2,1,4,0,3,0
Medicine,Aerospace Engineer,3.444455379594358,4,0,2,0,4,0,1,3,2,2,2,2,3,1
Physics,Analytical Chemist,3.679200698441883,6,0,1,1,4,0,1,1,4,2,4,3,0,1
Art,Investment Banker,3.434889102231419,6,0,3,1,3,1,2,0,1,3,0,2,0,0
Law,Art Therapist,3.1995601521718786,0,0,4,0,2,0,1,0,0,0,3,0,0,0
Law,Musician,2.915606856955153,6,0,3,0,3,1,4,4,3,0,1,4,3,1
Computer Science,School Counselor,3.316301936980407,5,2,0,0,6,0,4,3,2,3,3,2,2,0
Music,School Counselor,3.4392607474653074,5,2,3,0,3,1,1,2,1,2,0,1,4,0
Business,Paralegal,2.723602191871741,3,1,1,1,5,0,3,4,3,1,4,3,1,0
Education,Software Developer,3.978635742139777,6,0,0,0,0,1,2,1,4,1,3,1,1,1
Physics,Software Developer,3.6399495834668567,1,2,0,0,8,1,2,0,0,1,1,4,4,0
Marketing,Financial Controller,4.115059694006401,5,1,3,1,7,1,4,2,4,3,3,1,3,0
Medicine,Dentist,2.865954970245759,9,2,4,0,0,1,0,2,3,4,1,0,0,1
Physics,Inorganic Chemist,3.143063583540658,3,1,0,0,3,1,1,2,1,3,4,0,3,0
Chemistry,Sound Engineer,2.911552474409085,6,0,3,0,9,0,4,0,2,3,2,3,2,1
Medicine,Art Director,4.092469936182519,1,0,1,1,3,1,1,0,3,0,3,0,0,1
Law,Physical Chemist,3.437627074504089,6,0,0,1,4,0,4,4,4,1,2,2,1,0
Education,Risk Analyst,2.999724715168783,3,1,2,1,3,1,4,2,2,2,1,1,2,1
Music,Physicist,3.543655341552962,4,2,3,0,5,1,3,3,3,4,1,4,4,0
Music,School Counselor,2.976015020714417,3,2,3,1,9,0,2,1,4,2,4,3,3,1
Medicine,Clinical Psychologist,2.9759002957378224,1,0,3,1,7,1,0,1,1,0,2,2,0,1
Medicine,Education Administrator,3.6311955087438674,6,1,1,0,4,0,0,4,4,4,4,4,1,1
Art,Composer,3.179899414765623,9,0,2,0,0,0,1,2,0,0,2,4,0,0
Physics,Data Scientist,3.2310629256666177,2,1,0,0,8,0,3,4,1,4,2,2,4,0
Art,School Psychologist,3.744071666518497,2,2,1,0,6,1,1,1,3,2,3,2,3,1
Education,Musician,3.318218409745749,9,1,4,0,7,0,3,4,1,3,2,4,3,1
Architecture,Conductor,2.949804967816868,1,0,0,1,9,1,0,3,2,4,3,4,1,1
Computer Science,Game Developer,3.5481398197495078,0,2,4,1,2,0,0,4,1,1,2,3,3,0
Business,Conductor,4.248116659411518,2,1,1,0,7,1,0,1,1,3,4,4,4,1
Business,Conductor,4.609981755408819,8,1,4,1,1,0,3,0,3,4,4,1,4,0
Medicine,Dentist,3.8348831548346207,8,2,4,1,7,0,0,0,3,1,4,2,0,0
Business,Graphic Designer,3.044404612092606,6,0,3,1,2,1,1,4,2,1,0,0,1,1
Finance,Manager,2.584339715231,2,0,0,0,6,1,0,0,2,0,3,4,4,0
Psychology,Education Administrator,4.959649575463882,2,0,2,1,0,0,4,0,2,0,0,4,0,1
Music,Architectural Technologist,3.953871320222308,3,0,0,1,9,1,2,3,1,0,3,2,3,0
Architecture,Nuclear Physicist,2.6556556719,3,0,2,1,2,0,3,3,1,3,3,4,0,0
Chemistry,Analytical Chemist,2.6448744227982433,4,2,4,1,2,0,2,1,3,3,3,2,4,0
Art,Human Resources Specialist,4.557500606179275,5,0,1,0,2,1,2,1,1,1,3,0,0,1
Psychology,Art Director,3.525021298319374,6,1,3,0,9,0,4,3,1,2,3,1,2,1
Chemistry,Education Administrator,3.8095290724126305,8,2,0,1,6,0,2,0,3,4,2,3,3,0
Architecture,Software Developer,3.580056302017192,0,1,2,1,1,0,2,2,4,4,4,1,4,1
Law,AI Researcher,2.826289347761983,0,2,4,1,9,0,2,1,0,2,1,0,4,0
Business,Special Education Teacher,4.348684822333262,8,1,0,0,8,1,1,2,4,4,4,1,0,0
Psychology,Surgeon,3.5119227495471455,3,0,1,1,2,0,2,1,1,1,2,1,4,1
Music,Advertising Manager,4.554054572623,7,2,3,1,3,0,1,0,0,3,2,1,3,1
Computer Science,Civil Engineer,4.4627980706639345,0,1,3,0,6,1,1,3,3,0,1,3,1,1
Chemistry,Dentist,3.035985347872199,5,1,3,0,9,1,2,4,2,2,4,4,2,0
Finance,Urban Planner,3.5519337200954917,1,1,1,1,3,1,2,3,2,0,4,3,0,0
Music,Physicist,3.369960387741637,9,0,1,0,4,1,4,3,4,2,4,3,3,1
Engineering,Illustrator,4.793046372750578,5,0,0,1,0,0,0,4,3,2,4,3,3,0
Chemistry,Art Therapist,2.6845332573736655,1,0,0,0,6,0,4,2,3,1,4,3,1,0
Biology,Biochemist,3.7324998296121104,5,2,2,0,3,1,2,2,4,0,1,3,3,0
Law,Music Teacher,3.830604628692783,4,0,4,0,6,0,3,1,0,4,0,2,1,0
Physics,Financial Analyst,4.093736373012563,6,1,1,0,0,1,3,2,0,3,0,4,1,0
Chemistry,Legal Secretary,4.956243086212563,1,2,2,0,8,1,0,4,0,3,0,0,4,1
Computer Science,Curriculum Developer,2.8883476973020112,8,2,2,1,4,0,2,3,4,4,2,2,1,0
Engineering,Aerospace Engineer,4.860228292965659,0,1,2,1,8,1,0,0,2,3,2,1,2,1
Marketing,Animator,2.851526167260576,5,2,1,1,4,1,1,2,3,2,0,1,3,1
Marketing,Interior Designer,3.8135260586611968,4,0,4,1,4,0,4,4,4,3,3,4,1,0
Biology,School Counselor,2.9051478225958998,1,2,3,0,5,0,1,3,2,1,2,2,4,0
Architecture,Financial Controller,2.6488384563510583,6,1,1,1,5,1,0,0,0,2,2,2,3,0
Art,Paralegal,2.5783137465268497,4,2,2,1,1,0,0,3,4,2,2,1,1,1
Chemistry,Landscape Architect,3.763856544473827,6,1,4,0,5,0,2,2,2,3,4,2,3,0
Biology,Landscape Architect,3.486179734759828,3,1,2,1,6,0,1,3,3,3,4,1,1,1
Law,Physical Chemist,4.490580916252741,6,2,3,0,1,0,4,0,2,1,3,4,4,1
Music,Marketing Manager,4.085386980299955,0,1,2,1,6,1,4,1,0,3,3,0,1,1
Business,Risk Analyst,3.821130879529491,4,2,3,1,3,0,1,0,1,0,4,3,1,0
Medicine,Composer,3.5312420379113787,5,2,2,1,7,1,0,3,0,4,3,3,2,1
Art,Biotechnologist,3.822759010117645,4,2,3,1,7,1,0,3,3,3,4,4,0,0
Law,Industrial-Organizational Psychologist,2.9841555037373353,2,2,3,1,8,1,1,1,0,1,4,2,4,1
Medicine,Acoustics Specialist,3.060721920855643,2,1,4,1,9,1,2,2,0,3,1,0,2,1
Architecture,Education Administrator,4.995818026621206,5,1,0,0,7,0,4,1,1,3,1,1,1,0
Physics,Industrial-Organizational Psychologist,3.348844065102335,6,1,0,0,8,1,1,0,4,0,4,4,3,1
Biology,Lawyer,3.4651678653758626,9,0,2,1,9,0,4,1,3,3,2,2,4,0
Law,Animator,3.5590865851383238,8,1,4,1,1,1,3,1,0,4,2,1,2,1
Music,Principal,2.551977696510397,7,2,2,1,6,0,2,0,3,0,2,0,2,0
Computer Science,Financial Analyst,4.128289413233196,3,1,3,1,1,1,3,2,2,0,4,0,0,0
Computer Science,Legal Secretary,4.396405323101493,1,2,2,0,2,0,1,4,1,3,1,4,3,0
Music,Mechanical Engineer,4.691086041715181,3,1,3,1,0,0,0,1,2,0,2,2,2,0
Marketing,Urban Planner,4.92676118114602,3,0,2,1,6,0,4,0,2,1,0,0,4,1
Education,Astronomer,4.4105173237900805,6,2,2,0,8,0,0,0,3,3,3,1,3,0
Music,Financial Controller,3.9761359762555077,1,2,0,1,6,1,4,4,0,4,2,1,2,0
Physics,Construction Manager,4.770299765908821,6,2,1,1,5,1,1,3,3,2,4,0,0,0
Education,Civil Engineer,3.7630065471512046,7,1,4,0,5,1,4,1,4,0,2,4,4,1
Biology,Biochemist,3.9339279415848516,6,1,2,0,0,0,3,2,4,1,0,1,2,0
Art,Entrepreneur,3.130623595701958,9,1,3,1,7,0,1,3,0,3,1,0,3,1
Psychology,Principal,4.305830006741974,3,0,4,0,8,1,3,2,2,4,1,4,2,1
Engineering,Actuary,3.46670889356985,7,1,3,0,3,1,2,3,0,0,3,1,3,0
Medicine,Principal,4.427300259905719,6,2,1,1,1,0,2,3,1,1,3,0,3,1
Psychology,Human Resources Specialist,3.182684782027024,1,1,1,0,6,1,3,0,4,1,0,4,4,1
Marketing,Construction Manager,4.601685228108791,7,2,2,0,8,0,4,0,0,3,0,3,4,1
Biology,Advertising Manager,4.844593062831166,1,0,4,0,1,0,3,4,0,4,2,2,3,0
Medicine,Marketing Manager,3.9011382725342676,7,0,1,1,6,1,0,0,0,1,4,4,0,0
Architecture,Aerospace Engineer,4.001546947070164,6,2,3,0,2,0,1,0,3,3,3,1,1,1
Psychology,Animator,3.9490970953798135,9,2,3,0,0,0,2,4,4,1,1,3,1,1
